unique	gene-symbol	entrez-id	transcript	chromosome	start-loc	end-loc	strand
BDNF|627	BDNF	627		11	27676444	27743605	-
BDP1|55814	BDP1	55814		5	70751442	70863649	+
BEAN|146227	BEAN	146227		16	66461240	66516744	+
BECN1|8678	BECN1	8678		17	40962150	40976310	-
BEGAIN|57596	BEGAIN	57596		14	101003486	101036131	-
BEND2|139105	BEND2	139105		X	18181053	18239024	-
BEND3|57673	BEND3	57673		6	107386385	107435636	-
BEND4|389206	BEND4	389206		4	42112872	42154895	-
BEND5|79656	BEND5	79656		1	49193542	49242547	-
BEND6|221336	BEND6	221336		6	56819773	56892138	+
BEND7|222389	BEND7	222389		10	13480484	13544976	-
BEST1|7439	BEST1	7439		11	61717356	61731939	+
BEST2|54831	BEST2	54831		19	12863407	12869269	+
BEST3|144453	BEST3	144453		12	70037140	70093196	-
BEST4|266675	BEST4	266675		1	45249259	45253426	-
BET1L|51272	BET1L	51272		11	202924	207422	-
BET1|10282	BET1	10282		7	93592085	93633690	-
BET3L|100128327	BET3L	100128327		6	116817653	116866773	-
BEX1|55859	BEX1	55859		X	102317581	102319168	-
BEX2|84707	BEX2	84707		X	102564275	102565945	-
BEX4|56271	BEX4	56271		X	102470020	102472120	+
BEX5|340542	BEX5	340542		X	101408680	101410986	-
BEYLA|497634	BEYLA	497634		8	47752508	47767407	+
BFAR|51283	BFAR	51283		16	14726668	14763092	+
BFSP1|631	BFSP1	631		20	17474551	17549865	-
BFSP2|8419	BFSP2	8419		3	133118790	133194056	+
BGLAP|632	BGLAP	632		1	156182784	156213112	+
BGN|633	BGN	633		X	152760411	152775004	+
BHLHA15|168620	BHLHA15	168620		7	97840778	97842271	+
BHLHB9|80823	BHLHB9	80823		X	101975642	102007368	+
BHLHE22|27319	BHLHE22	27319		8	65492814	65496185	+
BHLHE23|128408	BHLHE23	128408		20	61637331	61638387	-
BHLHE40|8553	BHLHE40	8553		3	5021097	5026863	+
BHLHE41|79365	BHLHE41	79365		12	26272961	26278003	-
BHMT2|23743	BHMT2	23743		5	78365583	78385273	+
BHMT|635	BHMT	635		5	78407604	78428112	+
BICC1|80114	BICC1	80114		10	60272904	60588845	+
BICD1|636	BICD1	636		12	32260185	32531140	+
BICD2|23299	BICD2	23299		9	95473645	95527083	-
BID|637	BID	637		22	18216906	18257431	-
BIK|638	BIK	638		22	43506757	43525717	+
BIN1|274	BIN1	274		2	127805607	127864864	-
BIN2|51411	BIN2	51411		12	51674823	51718452	-
BIN3|55909	BIN3	55909		8	22477949	22526661	-
BIRC2|329	BIRC2	329		11	102217966	102249394	+
BIRC3|330	BIRC3	330		11	102188194	102208464	+
BIRC5|332	BIRC5	332		17	76210277	76221715	+
BIRC6|57448	BIRC6	57448		2	32582096	32843963	+
BIRC7|79444	BIRC7	79444		20	61867276	61871853	+
BIRC8|112401	BIRC8	112401		19	53792856	53794875	-
BIVM|54841	BIVM	54841		13	103451399	103493887	+
BLCAP|10904	BLCAP	10904		20	36145820	36156303	-
BLID|414899	BLID	414899		11	121986063	121986923	-
BLK|640	BLK	640		8	11351521	11422107	+
BLMH|642	BLMH	642		17	28575223	28619074	-
BLM|641	BLM	641		15	91260579	91358684	+
BLNK|29760	BLNK	29760		10	97951463	98031333	-
BLOC1S1|2647	BLOC1S1	2647		12	56109820	56116442	+
BLOC1S2|282991	BLOC1S2	282991		10	102033713	102046439	-
BLOC1S3|388552	BLOC1S3	388552		19	45682003	45685057	+
BLVRA|644	BLVRA	644		7	43798272	43846936	+
BLVRB|645	BLVRB	645		19	40953691	40971725	-
BLZF1|8548	BLZF1	8548		1	169337194	169365778	+
BMF|90427	BMF	90427		15	40380094	40401075	-
BMI1|648	BMI1	648		10	22605299	22620417	+
BMP10|27302	BMP10	27302		2	69092613	69098649	-
BMP15|9210	BMP15	9210		X	50653784	50659606	+
BMP1|649	BMP1	649		8	22022675	22069837	+
BMP2K|55589	BMP2K	55589		4	79697532	79833339	+
BMP2|650	BMP2	650		20	6748745	6760910	+
BMP3|651	BMP3	651		4	81952119	81978684	+
BMP4|652	BMP4	652		14	54416457	54423554	-
BMP5|653	BMP5	653		6	55620240	55740375	-
BMP6|654	BMP6	654		6	7727011	7881960	+
BMP7|655	BMP7	655		20	55743809	55841707	-
BMP8A|353500	BMP8A	353500		1	39957318	39995537	+
BMP8B|656	BMP8B	656		1	40223903	40254533	-
BMPER|168667	BMPER	168667		7	33945112	34194111	+
BMPR1A|657	BMPR1A	657		10	88516396	88684944	+
BMPR1B|658	BMPR1B	658		4	95679128	96079592	+
BMPR2|659	BMPR2	659		2	203241050	203432473	+
BMS1P4|729096	BMS1P4	729096		10	75458909	75490272	-
BMS1P5|399761|1of2	BMS1P5	399761	1of2	10	46737615	46762892	-
BMS1P5|399761|2of2	BMS1P5	399761	2of2	10	48927376	48952629	-
BMS1|9790	BMS1	9790		10	43277954	43330383	+
BMX|660	BMX	660		X	15482369	15574651	+
BNC1|646	BNC1	646		15	83924655	83953468	-
BNC2|54796	BNC2	54796		9	16409502	16870786	-
BNIP1|662	BNIP1	662		5	172571445	172591389	+
BNIP2|663	BNIP2	663		15	59955064	59981642	-
BNIP3L|665	BNIP3L	665		8	26240523	26270644	+
BNIP3|664	BNIP3	664		10	133781187	133795435	-
BNIPL|149428	BNIPL	149428		1	151009029	151020076	+
BOC|91653	BOC	91653		3	112930412	113006303	+
BOD1L|259282	BOD1L	259282		4	13570366	13629328	-
BOD1|91272	BOD1	91272		5	173034148	173043666	-
BOK|666	BOK	666		2	242498192	242513551	+
BOLA1|51027	BOLA1	51027		1	149871155	149872347	+
BOLA2|552900|1of2	BOLA2	552900	1of2	16	29454226	29466285	-
BOLA2|552900|2of2	BOLA2	552900	2of2	16	29556383	30205627	-
BOLA3|388962	BOLA3	388962		2	74362528	74375039	-
BOLL|66037	BOLL	66037		2	198591603	198650938	-
BOP1|23246	BOP1	23246		8	145486056	145515120	-
BPESC1|60467	BPESC1	60467		3	138823027	138844003	+
BPGM|669	BPGM	669		7	134331531	134364565	+
BPHL|670	BPHL	670		6	3118926	3153430	+
BPIL1|80341	BPIL1	80341		20	31595407	31611514	+
BPIL2|254240	BPIL2	254240		22	32809834	32860433	-
BPIL3|128859	BPIL3	128859		20	31619454	31631852	+
BPI|671	BPI	671		20	36932552	36965905	+
BPNT1|10380	BPNT1	10380		1	220230826	220263191	-
BPTF|2186	BPTF	2186		17	65821780	65980493	+
BPY2|9083|1of3	BPY2	9083	1of3	Y	25130410	25151608	+
BPY2|9083|2of3	BPY2	9083	2of3	Y	26764151	26785350	+
BPY2|9083|3of3	BPY2	9083	3of3	Y	27177052	27198251	-
BRAF|673	BRAF	673		7	140433815	140624564	-
BRAP|8315	BRAP	8315		12	112079951	112123790	-
BRCA1|672	BRCA1	672		17	41196313	41322420	-
BRCA2|675	BRCA2	675		13	32889617	32973809	+
BRCC3|79184	BRCC3	79184		X	154299710	154351348	+
BRD1|23774	BRD1	23774		22	50166938	50221180	-
BRD2|6046	BRD2	6046		6	32936437	32949281	+
BRD3|8019	BRD3	8019		9	136895454	136933655	-
BRD4|23476	BRD4	23476		19	15348302	15443342	-
BRD7P3|23629	BRD7P3	23629		6	118822536	118824994	+
BRD7|29117	BRD7	29117		16	50352941	50402829	-
BRD8|10902	BRD8	10902		5	137384973	137514358	-
BRD9|65980	BRD9	65980		5	863851	892939	-
BRDT|676	BRDT	676		1	92414928	92479983	+
BREA2|286076	BREA2	286076		8	144779285	144780582	+
BRE|9577	BRE	9577		2	28113482	28561765	+
BRF1|2972	BRF1	2972		14	105675623	105781914	-
BRF2|55290	BRF2	55290		8	37701402	37707411	-
BRI3BP|140707	BRI3BP	140707		12	125478194	125510349	+
BRI3|25798	BRI3	25798		7	97910979	97922275	+
BRIP1|83990	BRIP1	83990		17	59759985	59940755	-
BRIX1|55299	BRIX1	55299		5	34915820	34925785	+
BRMS1L|84312	BRMS1L	84312		14	36295597	36341168	+
BRMS1|25855	BRMS1	25855		11	66104804	66112582	-
BRP44L|51660	BRP44L	51660		6	166778410	166796486	-
BRP44|25874	BRP44	25874		1	167887311	167906303	-
BRPF1|7862	BRPF1	7862		3	9773434	9789697	+
BRPF3|27154	BRPF3	27154		6	36164550	36200566	+
BRS3|680	BRS3	680		X	135570125	135574598	+
BRSK1|84446	BRSK1	84446		19	55793440	55823901	+
BRSK2|9024	BRSK2	9024		11	1411129	1483326	+
BRWD1|54014	BRWD1	54014		21	40557404	40685556	-
BRWD3|254065	BRWD3	254065		X	79931683	80065233	-
BSCL2|26580	BSCL2	26580		11	62457747	62477046	-
BSDC1|55108	BSDC1	55108		1	32830707	32860062	-
BSG|682	BSG	682		19	571325	583492	+
BSND|7809	BSND	7809		1	55464617	55474464	+
BSN|8927	BSN	8927		3	49591922	49708981	+
BSPH1|100131137	BSPH1	100131137		19	48471303	48495427	-
BSPRY|54836	BSPRY	54836		9	116111812	116133512	+
BST1|683	BST1	683		4	15704573	15739933	+
BST2|684	BST2	684		19	17513756	17516384	-
BSX|390259	BSX	390259		11	122848358	122852379	-
BTAF1|9044	BTAF1	9044		10	93683736	93790078	+
BTBD10|84280	BTBD10	84280		11	13409557	13484838	-
BTBD11|121551	BTBD11	121551		12	107712197	108053419	+
BTBD12|84464	BTBD12	84464		16	3631184	3661585	-
BTBD16|118663	BTBD16	118663		10	124030821	124097676	+
BTBD17|388419	BTBD17	388419		17	72352555	72357958	-
BTBD18|643376	BTBD18	643376		11	57510987	57519253	-
BTBD19|149478	BTBD19	149478		1	45274154	45279801	+
BTBD1|53339	BTBD1	53339		15	83685183	83736106	-
BTBD2|55643	BTBD2	55643		19	1985447	2015702	-
BTBD3|22903	BTBD3	22903		20	11871477	11907242	+
BTBD6|90135	BTBD6	90135		14	105714879	105717426	+
BTBD7|55727	BTBD7	55727		14	93703898	93799385	-
BTBD8|284697	BTBD8	284697		1	92545862	92613395	+
BTBD9|114781	BTBD9	114781		6	38136228	38607924	-
BTC|685	BTC	685		4	75671448	75719882	-
BTD|686	BTD	686		3	15643140	15687324	+
BTF3L1|690	BTF3L1	690		13	77502585	77503223	+
BTF3L4|91408	BTF3L4	91408		1	52521857	52554090	+
BTF3|689	BTF3	689		5	72794250	72801448	+
BTG1|694	BTG1	694		12	92378866	92539673	-
BTG2|7832	BTG2	7832		1	203274664	203278727	+
BTG3|10950	BTG3	10950		21	18965970	18985268	-
BTG4|54766	BTG4	54766		11	111338258	111383064	-
BTK|695	BTK	695		X	100604435	100645770	-
BTLA|151888	BTLA	151888		3	112182815	112218408	-
BTN1A1|696	BTN1A1	696		6	26501495	26510650	+
BTN2A1|11120	BTN2A1	11120		6	26458189	26469865	+
BTN2A2|10385	BTN2A2	10385		6	26383354	26395098	+
BTN2A3|54718	BTN2A3	54718		6	26422317	26431927	+
BTN3A1|11119	BTN3A1	11119		6	26402465	26415442	+
BTN3A2|11118	BTN3A2	11118		6	26365398	26378546	+
BTN3A3|10384	BTN3A3	10384		6	26440763	26453642	+
BTNL2|56244	BTNL2	56244		6	32362513	32374900	-
BTNL3|10917	BTNL3	10917		5	180415901	180433726	+
BTNL8|79908	BTNL8	79908		5	180326077	180377904	+
BTNL9|153579	BTNL9	153579		5	180467225	180488522	+
BTRC|8945	BTRC	8945		10	103113825	103317068	+
BUB1B|701	BUB1B	701		15	40453210	40513335	+
BUB1|699	BUB1	699		2	111395411	111435684	-
BUB3|9184	BUB3	9184		10	124913760	124924886	+
BUD13|84811	BUD13	84811		11	116618888	116643714	-
BUD31|8896	BUD31	8896		7	99006592	99017238	+
BVES|11149	BVES	11149		6	105544700	105585049	-
BYSL|705	BYSL	705		6	41888965	41900782	+
BZRAP1|9256	BZRAP1	9256		17	56378596	56406152	-
BZW1|9689	BZW1	9689		2	201676612	201688559	+
BZW2|28969	BZW2	28969		7	16685759	16746148	+
C10orf105|414152	C10orf105	414152		10	73471459	73497581	-
C10orf107|219621	C10orf107	219621		10	63422719	63526089	+
C10orf108|414235	C10orf108	414235		10	695888	711108	+
C10orf10|11067	C10orf10	11067		10	45471711	45474330	-
C10orf110|55853	C10orf110	55853		10	1068577	1090141	+
C10orf111|221060	C10orf111	221060		10	15137385	15139318	-
C10orf113|387638	C10orf113	387638		10	21414693	21435427	-
C10orf114|399726	C10orf114	399726		10	21783422	21786213	-
C10orf116|10974	C10orf116	10974		10	88728188	88730666	+
C10orf118|55088	C10orf118	55088		10	115881974	115934364	-
C10orf119|79892	C10orf119	79892		10	121588972	121633133	-
C10orf11|83938	C10orf11	83938		10	77542519	78317124	+
C10orf120|399814	C10orf120	399814		10	124457227	124459338	-
C10orf122|387718	C10orf122	387718		10	127265091	127371713	-
C10orf125|282969	C10orf125	282969		10	135168658	135171529	-
C10orf128|170371	C10orf128	170371		10	50363893	50396407	-
C10orf129|142827	C10orf129	142827		10	96953957	96988685	+
C10orf12|26148	C10orf12	26148		10	98592039	98745584	+
C10orf131|100127889	C10orf131	100127889		10	97667722	97698414	+
C10orf137|26098	C10orf137	26098		10	127408084	127452712	+
C10orf140|387640	C10orf140	387640		10	21802411	21814611	-
C10orf18|54906	C10orf18	54906		10	5726801	5806943	+
C10orf25|220979	C10orf25	220979		10	45489381	45496336	-
C10orf26|54838	C10orf26	54838		10	104503727	104591851	+
C10orf27|219793	C10orf27	219793		10	72530995	72545157	-
C10orf28|27291	C10orf28	27291		10	99894381	100004653	+
C10orf2|56652	C10orf2	56652		10	102747293	102754158	+
C10orf32|119032	C10orf32	119032		10	104613967	104624718	+
C10orf35|219738	C10orf35	219738		10	71390003	71393347	+
C10orf40|283025	C10orf40	283025		10	61717976	61720671	-
C10orf41|100131213	C10orf41	100131213		10	77161286	77168739	+
C10orf46|143384	C10orf46	143384		10	120433634	120514758	-
C10orf47|254427	C10orf47	254427		10	11865397	11914274	+
C10orf4|118924	C10orf4	118924		10	95428329	95462913	-
C10orf50|645528	C10orf50	645528		10	26878794	26883249	+
C10orf53|282966	C10orf53	282966		10	50887684	50916956	+
C10orf54|64115	C10orf54	64115		10	73507316	73533337	-
C10orf55|414236	C10orf55	414236		10	75669734	75682535	-
C10orf57|80195	C10orf57	80195		10	81838426	81852306	+
C10orf58|84293	C10orf58	84293		10	82168242	82196869	+
C10orf62|414157	C10orf62	414157		10	99349484	99350690	+
C10orf67|256815	C10orf67	256815		10	23605521	23633772	-
C10orf68|79741	C10orf68	79741		10	32856598	33171791	+
C10orf71|118461	C10orf71	118461		10	50507187	50535537	+
C10orf72|196740	C10orf72	196740		10	50222333	50323559	-
C10orf75|90271	C10orf75	90271		10	102133333	102148114	+
C10orf76|79591	C10orf76	79591		10	103605356	103815932	-
C10orf78|119392	C10orf78	119392		10	105881816	105886142	+
C10orf79|80217	C10orf79	80217		10	105889647	105992120	-
C10orf81|79949	C10orf81	79949		10	115511213	115543187	+
C10orf82|143379	C10orf82	143379		10	118423208	118429775	-
C10orf84|63877	C10orf84	63877		10	120068572	120101839	-
C10orf88|80007	C10orf88	80007		10	124690419	124713919	-
C10orf90|118611	C10orf90	118611		10	128113576	128359079	-
C10orf91|170393	C10orf91	170393		10	134258714	134261824	+
C10orf93|255352	C10orf93	255352		10	134742691	134756064	-
C10orf95|79946	C10orf95	79946		10	104209594	104211300	-
C10orf96|374355	C10orf96	374355		10	118083940	118139540	+
C10orf99|387695	C10orf99	387695		10	85933554	85945049	+
C11orf10|746	C11orf10	746		11	61556603	61560085	-
C11orf16|56673	C11orf16	56673		11	8941624	8954553	-
C11orf17|56672	C11orf17	56672		11	8932701	8941624	+
C11orf1|64776	C11orf1	64776		11	111749948	111754795	+
C11orf20|25858	C11orf20	25858		11	64067863	64072238	+
C11orf21|29125	C11orf21	29125		11	2317507	2323143	-
C11orf24|53838	C11orf24	53838		11	68028805	68039469	-
C11orf2|738	C11orf2	738		11	64863683	64879180	+
C11orf30|56946	C11orf30	56946		11	76156069	76262588	+
C11orf31|280636	C11orf31	280636		11	57508722	57510883	+
C11orf34|349633	C11orf34	349633		11	112118876	112131583	-
C11orf35|256329	C11orf35	256329		11	554858	560779	-
C11orf36|283303	C11orf36	283303		11	3239562	3244361	+
C11orf40|143501	C11orf40	143501		11	4592654	4599050	-
C11orf41|25758	C11orf41	25758		11	33563877	33695644	+
C11orf42|160298	C11orf42	160298		11	6226798	6232359	+
C11orf45|219833	C11orf45	219833		11	128769468	128776100	-
C11orf46|120534	C11orf46	120534		11	30344649	30359978	+
C11orf48|79081	C11orf48	79081		11	62430290	62439241	-
C11orf49|79096	C11orf49	79096		11	46958251	47185929	+
C11orf51|25906	C11orf51	25906		11	71817424	71823822	-
C11orf52|91894	C11orf52	91894		11	111783460	111797590	+
C11orf53|341032	C11orf53	341032		11	111126707	111156970	+
C11orf54|28970	C11orf54	28970		11	93474793	93496246	+
C11orf57|55216	C11orf57	55216		11	111944968	111955872	+
C11orf58|10944	C11orf58	10944		11	16760148	16779901	+
C11orf59|55004	C11orf59	55004		11	71808339	71814322	-
C11orf61|79684	C11orf61	79684		11	124636394	124670299	-
C11orf63|79864	C11orf63	79864		11	122753473	122830429	+
C11orf64|283197	C11orf64	283197		11	60383224	60454619	+
C11orf65|160140	C11orf65	160140		11	108179246	108338258	-
C11orf66|220004	C11orf66	220004		11	61248592	61258399	+
C11orf67|28971	C11orf67	28971		11	77532197	77629462	+
C11orf68|83638	C11orf68	83638		11	65684284	65686531	-
C11orf70|85016	C11orf70	85016		11	101918174	101954144	+
C11orf71|54494	C11orf71	54494		11	114262170	114271255	-
C11orf73|51501	C11orf73	51501		11	86013253	86056984	+
C11orf74|119710	C11orf74	119710		11	36616066	36696390	+
C11orf75|56935	C11orf75	56935		11	93211641	93276546	-
C11orf80|79703	C11orf80	79703		11	66512207	66610987	+
C11orf82|220042	C11orf82	220042		11	82612737	82669319	+
C11orf83|790955	C11orf83	790955		11	62439126	62439850	+
C11orf84|144097	C11orf84	144097		11	63580923	63595189	+
C11orf85|283129	C11orf85	283129		11	64705929	64739557	-
C11orf86|254439	C11orf86	254439		11	66742754	66744478	+
C11orf87|399947	C11orf87	399947		11	109292875	109299838	+
C11orf88|399949	C11orf88	399949		11	111385510	111407755	+
C11orf90|387804	C11orf90	387804		11	93553735	93583668	-
C11orf92|399948	C11orf92	399948		11	111164171	111175770	-
C11orf93|120376	C11orf93	120376		11	111169976	111179353	+
C11orf94|143678	C11orf94	143678		11	45928087	45928833	-
C11orf95|65998	C11orf95	65998		11	63527365	63536113	-
C11orf9|745	C11orf9	745		11	61520121	61555989	+
C12orf10|60314	C12orf10	60314		12	53693470	53700964	+
C12orf11|55726	C12orf11	55726		12	27058115	27091254	-
C12orf12|196477	C12orf12	196477		12	91345993	91348953	-
C12orf23|90488	C12orf23	90488		12	107349544	107367811	+
C12orf24|29902	C12orf24	29902		12	110906229	110928191	+
C12orf26|84190	C12orf26	84190		12	82752324	82872941	+
C12orf27|283460	C12orf27	283460		12	121407641	121410095	-
C12orf29|91298	C12orf29	91298		12	88429268	88443936	+
C12orf32|83695	C12orf32	83695		12	2986365	2998624	+
C12orf34|84915	C12orf34	84915		12	110152190	110208299	+
C12orf35|55196	C12orf35	55196		12	32112353	32146031	+
C12orf36|283422	C12orf36	283422		12	13524023	13529645	-
C12orf39|80763	C12orf39	80763		12	21679256	21684210	+
C12orf40|283461	C12orf40	283461		12	40019972	40302102	+
C12orf41|54934	C12orf41	54934		12	49046995	49076035	-
C12orf42|374470	C12orf42	374470		12	103631370	103889749	-
C12orf43|64897	C12orf43	64897		12	121440848	121454300	-
C12orf44|60673	C12orf44	60673		12	52463758	52471278	+
C12orf45|121053	C12orf45	121053		12	105380098	105388504	+
C12orf47|51275	C12orf47	51275		12	112277573	112280706	-
C12orf48|55010	C12orf48	55010		12	102513956	102591297	+
C12orf49|79794	C12orf49	79794		12	117153596	117175843	-
C12orf4|57102	C12orf4	57102		12	4596911	4647637	-
C12orf50|160419	C12orf50	160419		12	88373816	88423176	-
C12orf51|283450	C12orf51	283450		12	112598112	112744038	-
C12orf52|84934	C12orf52	84934		12	113623555	113630119	+
C12orf53|196500	C12orf53	196500		12	6802957	6809812	-
C12orf54|121273	C12orf54	121273		12	48877023	48890165	+
C12orf56|115749	C12orf56	115749		12	64660765	64784345	-
C12orf57|113246	C12orf57	113246		12	7052141	7055164	+
C12orf59|120939	C12orf59	120939		12	10331557	10344402	+
C12orf5|57103	C12orf5	57103		12	4430359	4469188	+
C12orf60|144608	C12orf60	144608		12	14956506	14976789	+
C12orf61|283416	C12orf61	283416		12	62995531	62997214	-
C12orf62|84987	C12orf62	84987		12	50505900	50514234	+
C12orf63|374467	C12orf63	374467		12	97041753	97159048	+
C12orf65|91574	C12orf65	91574		12	123717841	123742481	+
C12orf66|144577	C12orf66	144577		12	64586420	64616076	-
C12orf68|387856	C12orf68	387856		12	48577366	48579709	+
C12orf69|440087	C12orf69	440087		12	14957584	14967116	-
C12orf70|341346	C12orf70	341346		12	27619743	27655117	+
C12orf71|728858	C12orf71	728858		12	27233991	27235455	-
C12orf72|254013	C12orf72	254013		12	31800094	31822014	+
C12orf73|728568	C12orf73	728568		12	104343981	104359473	-
C12orf74|338809	C12orf74	338809		12	93096840	93102324	+
C12orf75|387882	C12orf75	387882		12	105724414	105765295	+
C12orf76|400073	C12orf76	400073		12	110478983	110511439	-
C12orf77|196415	C12orf77	196415		12	25146370	25150373	-
C13orf15|28984	C13orf15	28984		13	42031542	42045013	+
C13orf16|121793	C13orf16	121793		13	111973015	111996593	+
C13orf18|80183	C13orf18	80183		13	46916139	47012325	-
C13orf1|57213	C13orf1	57213		13	50486842	50510625	-
C13orf23|80209	C13orf23	80209		13	39584003	39612252	-
C13orf26|122046	C13orf26	122046		13	31506834	31549151	+
C13orf27|93081	C13orf27	93081		13	103418465	103426149	-
C13orf28|122258	C13orf28	122258		13	113030669	113089001	+
C13orf29|283487	C13orf29	283487		13	111516334	111522655	-
C13orf30|144809	C13orf30	144809		13	43355686	43365683	+
C13orf31|144811	C13orf31	144811		13	44453420	44468067	+
C13orf33|84935	C13orf33	84935		13	31480312	31499708	+
C13orf34|79866	C13orf34	79866		13	73302042	73330328	+
C13orf35|400165	C13orf35	400165		13	113301358	113338811	+
C13orf36|400120	C13orf36	400120		13	37248049	37271973	+
C13orf37|440145	C13orf37	440145		13	73282495	73301938	-
C13orf38|728591	C13orf38	728591		13	36801182	36871992	-
C13orf39|196541	C13orf39	196541		13	103338099	103356652	-
C14orf101|54916	C14orf101	54916		14	57046338	57116230	+
C14orf102|55051	C14orf102	55051		14	90744398	90798279	-
C14orf104|55172	C14orf104	55172		14	50091894	50101948	-
C14orf105|55195	C14orf105	55195		14	57936595	57960576	-
C14orf106|55320	C14orf106	55320		14	45672394	45722605	-
C14orf109|26175	C14orf109	26175		14	93651296	93653429	+
C14orf115|55237	C14orf115	55237		14	74815166	74826710	+
C14orf118|55668	C14orf118	55668		14	76618259	76669133	+
C14orf119|55017	C14orf119	55017		14	23564788	23569664	+
C14orf126|112487	C14orf126	112487		14	31915244	31926680	-
C14orf128|84837	C14orf128	84837		14	32544626	32545905	-
C14orf129|51527	C14orf129	51527		14	96829863	96853561	+
C14orf132|56967	C14orf132	56967		14	96505662	96560133	+
C14orf135|64430	C14orf135	64430		14	60558629	60635851	+
C14orf138|79609	C14orf138	79609		14	50575350	50583297	-
C14orf139|79686	C14orf139	79686		14	95873606	95876427	-
C14orf142|84520	C14orf142	84520		14	93669237	93673459	-
C14orf143|90141	C14orf143	90141		14	90263471	90421089	-
C14orf145|145508	C14orf145	145508		14	80943332	81425828	-
C14orf147|171546	C14orf147	171546		14	34902145	34931468	-
C14orf148|122945	C14orf148	122945		14	77860424	77889379	-
C14orf149|112849	C14orf149	112849		14	59939406	59951126	-
C14orf153|84334	C14orf153	84334		14	104029299	104057227	+
C14orf156|81892	C14orf156	81892		14	78174425	78183939	+
C14orf159|80017	C14orf159	80017		14	91580357	91691703	+
C14orf162|56936	C14orf162	56936		14	70036532	70037918	-
C14orf165|414767	C14orf165	414767		14	24391459	24403777	-
C14orf166B|145497	C14orf166B	145497		14	77292725	77336645	+
C14orf166|51637	C14orf166	51637		14	52456228	52471419	+
C14orf167|55449	C14orf167	55449		14	24407940	24424298	-
C14orf169|79697	C14orf169	79697		14	73957644	73960105	+
C14orf174|161394	C14orf174	161394		14	77843762	77857587	+
C14orf176|643382	C14orf176	643382		14	21567096	21571882	+
C14orf177|283598	C14orf177	283598		14	99177950	99184097	+
C14orf178|283579	C14orf178	283579		14	78226893	78236085	+
C14orf179|112752	C14orf179	112752		14	76452096	76550930	+
C14orf180|400258	C14orf180	400258		14	105046056	105056183	+
C14orf181|400223	C14orf181	400223		14	69261464	69263190	-
C14orf182|283551	C14orf182	283551		14	50448430	50474238	-
C14orf183|196913	C14orf183	196913		14	50550370	50559361	-
C14orf184|650662	C14orf184	650662		14	92038788	92041383	-
C14orf19|280655	C14orf19	280655		14	35409128	35409702	+
C14orf1|11161	C14orf1	11161		14	76117237	76127532	-
C14orf21|161424	C14orf21	161424		14	24769098	24774374	+
C14orf23|387978	C14orf23	387978		14	29241910	29263999	+
C14orf28|122525	C14orf28	122525		14	45366507	45376459	+
C14orf2|9556	C14orf2	9556		14	104378626	104387903	-
C14orf33|100129075	C14orf33	100129075		14	56024690	56046810	-
C14orf34|645687	C14orf34	645687		14	56247854	56263392	-
C14orf37|145407	C14orf37	145407		14	58470809	58764850	-
C14orf39|317761	C14orf39	317761		14	60902675	60952764	-
C14orf43|91748	C14orf43	91748		14	74181826	74253896	-
C14orf45|80127	C14orf45	80127		14	74486059	74549566	+
C14orf48|256369	C14orf48	256369		14	94463616	94478040	+
C14orf49|161176	C14orf49	161176		14	95883832	95942173	-
C14orf4|64207	C14orf4	64207		14	77490888	77495034	-
