unique	mir-name	mirbase-id	mir-type	chromosome	start-loc	end-loc	strand	pre-mir-names	pre-mirbase-ids
hsa-mir-6747|MI0022592	hsa-mir-6747	MI0022592	pre-mir	11	62567011	62567071	-		
hsa-mir-6748|MI0022593	hsa-mir-6748	MI0022593	pre-mir	11	62789815	62789885	+		
hsa-mir-6749|MI0022594	hsa-mir-6749	MI0022594	pre-mir	11	64902387	64902455	-		
hsa-mir-6750|MI0022595	hsa-mir-6750	MI0022595	pre-mir	11	64898363	64898437	-		
hsa-mir-6751|MI0022596	hsa-mir-6751	MI0022596	pre-mir	11	65129916	65129978	-		
hsa-mir-6752|MI0022597	hsa-mir-6752	MI0022597	pre-mir	11	67490245	67490315	+		
hsa-mir-6753|MI0022598	hsa-mir-6753	MI0022598	pre-mir	11	68044794	68044957	+		
hsa-mir-6754|MI0022599	hsa-mir-6754	MI0022599	pre-mir	11	71473503	71473568	+		
hsa-mir-6755|MI0022600	hsa-mir-6755	MI0022600	pre-mir	11	86278333	86278398	+		
hsa-mir-6756|MI0022601	hsa-mir-6756	MI0022601	pre-mir	11	119312950	119313012	-		
hsa-mir-6757|MI0022602	hsa-mir-6757	MI0022602	pre-mir	12	53056944	53057012	+		
hsa-mir-6758|MI0022603	hsa-mir-6758	MI0022603	pre-mir	12	57512688	57512750	+		
hsa-mir-6759|MI0022604	hsa-mir-6759	MI0022604	pre-mir	12	57748618	57748682	-		
hsa-mir-6760|MI0022605	hsa-mir-6760	MI0022605	pre-mir	12	111304142	111304209	+		
hsa-mir-6761|MI0022606	hsa-mir-6761	MI0022606	pre-mir	12	111799834	111799905	+		
hsa-mir-6762|MI0022607	hsa-mir-6762	MI0022607	pre-mir	12	113291523	113291608	+		
hsa-mir-6763|MI0022608	hsa-mir-6763	MI0022608	pre-mir	12	132581997	132582061	+		
hsa-mir-6764|MI0022609	hsa-mir-6764	MI0022609	pre-mir	14	100277357	100277417	+		
hsa-mir-6765|MI0022610	hsa-mir-6765	MI0022610	pre-mir	14	105150778	105150864	-		
hsa-mir-6766|MI0022611	hsa-mir-6766	MI0022611	pre-mir	15	89326739	89326810	-		
hsa-mir-6767|MI0022612	hsa-mir-6767	MI0022612	pre-mir	16	2445392	2445457	+		
hsa-mir-6768|MI0022613	hsa-mir-6768	MI0022613	pre-mir	16	2463967	2464038	+		
hsa-mir-6769a|MI0022614	hsa-mir-6769a	MI0022614	pre-mir	16	4671318	4671390	+		
hsa-mir-6770-1|MI0022615	hsa-mir-6770-1	MI0022615	pre-mir	16	14930820	14930879	+		
hsa-mir-6771|MI0022616	hsa-mir-6771	MI0022616	pre-mir	16	50292616	50292675	+		
hsa-mir-6772|MI0022617	hsa-mir-6772	MI0022617	pre-mir	16	57772289	57772352	-		
hsa-mir-6773|MI0022618	hsa-mir-6773	MI0022618	pre-mir	16	68233426	68233499	-		
hsa-mir-6774|MI0022619	hsa-mir-6774	MI0022619	pre-mir	16	85918347	85918416	+		
hsa-mir-6775|MI0022620	hsa-mir-6775	MI0022620	pre-mir	16	87834592	87834660	-		
hsa-mir-6776|MI0022621	hsa-mir-6776	MI0022621	pre-mir	17	2692861	2692919	-		
hsa-mir-6777|MI0022622	hsa-mir-6777	MI0022622	pre-mir	17	17813480	17813545	-		
hsa-mir-6778|MI0022623	hsa-mir-6778	MI0022623	pre-mir	17	18340814	18340886	-		
hsa-mir-6779|MI0022624	hsa-mir-6779	MI0022624	pre-mir	17	38914979	38915042	+		
hsa-mir-6780a|MI0022625	hsa-mir-6780a	MI0022625	pre-mir	17	42708084	42708151	-		
hsa-mir-6781|MI0022626	hsa-mir-6781	MI0022626	pre-mir	17	42823880	42823943	-		
hsa-mir-6782|MI0022627	hsa-mir-6782	MI0022627	pre-mir	17	44207771	44207839	-		
hsa-mir-6783|MI0022628	hsa-mir-6783	MI0022628	pre-mir	17	44934618	44934681	-		
hsa-mir-6784|MI0022629	hsa-mir-6784	MI0022629	pre-mir	17	45114367	45114433	-		
hsa-mir-6785|MI0022630	hsa-mir-6785	MI0022630	pre-mir	17	75498548	75498628	+		
hsa-mir-6786|MI0022631	hsa-mir-6786	MI0022631	pre-mir	17	81693757	81693869	+		
hsa-mir-6787|MI0022632	hsa-mir-6787	MI0022632	pre-mir	17	82236668	82236728	+		
hsa-mir-6788|MI0022633	hsa-mir-6788	MI0022633	pre-mir	18	10759584	10759649	-		
hsa-mir-6789|MI0022634	hsa-mir-6789	MI0022634	pre-mir	19	2235829	2235926	-		
hsa-mir-6790|MI0022635	hsa-mir-6790	MI0022635	pre-mir	19	6392921	6392983	-		
hsa-mir-6791|MI0022636	hsa-mir-6791	MI0022636	pre-mir	19	6736712	6736778	-		
hsa-mir-6792|MI0022637	hsa-mir-6792	MI0022637	pre-mir	19	7617439	7617505	+		
hsa-mir-6793|MI0022638	hsa-mir-6793	MI0022638	pre-mir	19	10828973	10829035	+		
hsa-mir-6794|MI0022639	hsa-mir-6794	MI0022639	pre-mir	19	12852260	12852327	+		
hsa-mir-6795|MI0022640	hsa-mir-6795	MI0022640	pre-mir	19	15179283	15179350	-		
hsa-mir-6796|MI0022641	hsa-mir-6796	MI0022641	pre-mir	19	40369846	40369907	+		
hsa-mir-6797|MI0022642	hsa-mir-6797	MI0022642	pre-mir	19	41869627	41869698	+		
hsa-mir-6798|MI0022643	hsa-mir-6798	MI0022643	pre-mir	19	49009906	49009972	+		
hsa-mir-6799|MI0022644	hsa-mir-6799	MI0022644	pre-mir	19	49791866	49791934	+		
hsa-mir-6800|MI0022645	hsa-mir-6800	MI0022645	pre-mir	19	49832018	49832099	+		
hsa-mir-6801|MI0022646	hsa-mir-6801	MI0022646	pre-mir	19	52222020	52222098	+		
hsa-mir-6802|MI0022647	hsa-mir-6802	MI0022647	pre-mir	19	55239912	55239976	-		
hsa-mir-6803|MI0022648	hsa-mir-6803	MI0022648	pre-mir	19	55245186	55245250	-		
hsa-mir-6804|MI0022649	hsa-mir-6804	MI0022649	pre-mir	19	55230885	55230952	-		
hsa-mir-6805|MI0022650	hsa-mir-6805	MI0022650	pre-mir	19	55388181	55388242	+		
hsa-mir-6806|MI0022651	hsa-mir-6806	MI0022651	pre-mir	19	58334688	58334751	+		
hsa-mir-6807|MI0022652	hsa-mir-6807	MI0022652	pre-mir	19	58550285	58550376	+		
hsa-mir-6808|MI0022653	hsa-mir-6808	MI0022653	pre-mir	1	1339650	1339708	-		
hsa-mir-6809|MI0022654	hsa-mir-6809	MI0022654	pre-mir	2	217900513	217900628	-		
hsa-mir-6810|MI0022655	hsa-mir-6810	MI0022655	pre-mir	2	218341911	218341980	+		
hsa-mir-6811|MI0022656	hsa-mir-6811	MI0022656	pre-mir	2	237510931	237510988	+		
hsa-mir-6812|MI0022657	hsa-mir-6812	MI0022657	pre-mir	20	45425510	45425573	+		
hsa-mir-6813|MI0022658	hsa-mir-6813	MI0022658	pre-mir	20	64076955	64077010	-		
hsa-mir-6814|MI0022659	hsa-mir-6814	MI0022659	pre-mir	21	41746772	41746841	-		
hsa-mir-6815|MI0022660	hsa-mir-6815	MI0022660	pre-mir	21	45478266	45478326	+		
hsa-mir-6816|MI0022661	hsa-mir-6816	MI0022661	pre-mir	22	20114686	20114751	-		
hsa-mir-6817|MI0022662	hsa-mir-6817	MI0022662	pre-mir	22	25455646	25455711	+		
hsa-mir-6818|MI0022663	hsa-mir-6818	MI0022663	pre-mir	22	30007049	30007113	+		
hsa-mir-6819|MI0022664	hsa-mir-6819	MI0022664	pre-mir	22	36286847	36286907	-		
hsa-mir-6820|MI0022665	hsa-mir-6820	MI0022665	pre-mir	22	37967563	37967624	+		
hsa-mir-6821|MI0022666	hsa-mir-6821	MI0022666	pre-mir	22	49962866	49962939	+		
hsa-mir-6822|MI0022667	hsa-mir-6822	MI0022667	pre-mir	3	39138206	39138266	+		
hsa-mir-6823|MI0022668	hsa-mir-6823	MI0022668	pre-mir	3	48549961	48550021	-		
hsa-mir-6824|MI0022669	hsa-mir-6824	MI0022669	pre-mir	3	48633636	48633698	-		
hsa-mir-6825|MI0022670	hsa-mir-6825	MI0022670	pre-mir	3	127575266	127575331	-		
hsa-mir-6826|MI0022671	hsa-mir-6826	MI0022671	pre-mir	3	129272146	129272243	+		
hsa-mir-6827|MI0022672	hsa-mir-6827	MI0022672	pre-mir	3	134367804	134367862	-		
hsa-mir-6828|MI0022673	hsa-mir-6828	MI0022673	pre-mir	3	170423103	170423162	+		
hsa-mir-6829|MI0022674	hsa-mir-6829	MI0022674	pre-mir	3	195882329	195882395	-		
hsa-mir-6830|MI0022675	hsa-mir-6830	MI0022675	pre-mir	5	132217849	132217918	-		
hsa-mir-6831|MI0022676	hsa-mir-6831	MI0022676	pre-mir	5	140563671	140563751	-		
hsa-mir-6832|MI0022677	hsa-mir-6832	MI0022677	pre-mir	6	31633787	31633858	+		
hsa-mir-6833|MI0022678	hsa-mir-6833	MI0022678	pre-mir	6	32179816	32179876	+		
hsa-mir-6834|MI0022679	hsa-mir-6834	MI0022679	pre-mir	6	33290245	33290325	+		
hsa-mir-6835|MI0022680	hsa-mir-6835	MI0022680	pre-mir	6	34240673	34240736	+		
hsa-mir-6780b|MI0022681	hsa-mir-6780b	MI0022681	pre-mir	6	43434542	43434620	+		
hsa-mir-6836|MI0022682	hsa-mir-6836	MI0022682	pre-mir	7	2257515	2257577	-		
hsa-mir-6837|MI0022683	hsa-mir-6837	MI0022683	pre-mir	7	44051766	44051829	+		
hsa-mir-6838|MI0022684	hsa-mir-6838	MI0022684	pre-mir	7	44073378	44073433	-		
hsa-mir-6839|MI0022685	hsa-mir-6839	MI0022685	pre-mir	7	64679064	64679176	+		
hsa-mir-6840|MI0022686	hsa-mir-6840	MI0022686	pre-mir	7	100356651	100356721	+		
hsa-mir-6841|MI0022687	hsa-mir-6841	MI0022687	pre-mir	8	24953796	24953867	-		
hsa-mir-6842|MI0022688	hsa-mir-6842	MI0022688	pre-mir	8	27433370	27433434	+		
hsa-mir-6843|MI0022689	hsa-mir-6843	MI0022689	pre-mir	8	27610601	27610751	-		
hsa-mir-6844|MI0022690	hsa-mir-6844	MI0022690	pre-mir	8	124508515	124508576	-		
hsa-mir-6845|MI0022691	hsa-mir-6845	MI0022691	pre-mir	8	143837756	143837816	-		
hsa-mir-6846|MI0022692	hsa-mir-6846	MI0022692	pre-mir	8	144057321	144057380	-		
hsa-mir-6847|MI0022693	hsa-mir-6847	MI0022693	pre-mir	8	144079874	144079942	+		
hsa-mir-6848|MI0022694	hsa-mir-6848	MI0022694	pre-mir	8	144317246	144317315	-		
hsa-mir-6849|MI0022695	hsa-mir-6849	MI0022695	pre-mir	8	144400277	144400345	-		
hsa-mir-6850|MI0022696	hsa-mir-6850	MI0022696	pre-mir	8	144791931	144791991	-		
hsa-mir-6851|MI0022697	hsa-mir-6851	MI0022697	pre-mir	9	33467869	33467935	-		
hsa-mir-6852|MI0022698	hsa-mir-6852	MI0022698	pre-mir	9	35710676	35710741	-		
hsa-mir-6853|MI0022699	hsa-mir-6853	MI0022699	pre-mir	9	35732922	35732995	+		
hsa-mir-6854|MI0022700	hsa-mir-6854	MI0022700	pre-mir	9	98229149	98229217	-		
hsa-mir-6855|MI0022701	hsa-mir-6855	MI0022701	pre-mir	9	129869605	129869671	+		
hsa-mir-6856|MI0022702	hsa-mir-6856	MI0022702	pre-mir	9	130626297	130626363	+		
hsa-mir-6857|MI0022703	hsa-mir-6857	MI0022703	pre-mir	X	53405673	53405765	-		
hsa-mir-6858|MI0022704	hsa-mir-6858	MI0022704	pre-mir	X	154450320	154450386	+		
hsa-mir-6859-1|MI0022705	hsa-mir-6859-1	MI0022705	pre-mir	1	17369	17436	-		
hsa-mir-6769b|MI0022706	hsa-mir-6769b	MI0022706	pre-mir	1	206474803	206474864	+		
hsa-mir-6860|MI0022707	hsa-mir-6860	MI0022707	pre-mir	11	67045643	67045708	+		
hsa-mir-6861|MI0022708	hsa-mir-6861	MI0022708	pre-mir	12	112163258	112163321	-		
hsa-mir-6862-1|MI0022709	hsa-mir-6862-1	MI0022709	pre-mir	16	28390982	28391051	-		
hsa-mir-6863|MI0022710	hsa-mir-6863	MI0022710	pre-mir	16	56904264	56904353	+		
hsa-mir-6864|MI0022711	hsa-mir-6864	MI0022711	pre-mir	17	4969702	4969771	-		
hsa-mir-6865|MI0022712	hsa-mir-6865	MI0022712	pre-mir	17	4970086	4970150	-		
hsa-mir-6866|MI0022713	hsa-mir-6866	MI0022713	pre-mir	17	40161933	40162001	+		
hsa-mir-6867|MI0022714	hsa-mir-6867	MI0022714	pre-mir	17	40193597	40193663	+		
hsa-mir-6868|MI0022715	hsa-mir-6868	MI0022715	pre-mir	17	76098019	76098076	-		
hsa-mir-6869|MI0022716	hsa-mir-6869	MI0022716	pre-mir	20	1392900	1392961	-		
hsa-mir-6870|MI0022717	hsa-mir-6870	MI0022717	pre-mir	20	10649636	10649695	-		
hsa-mir-6871|MI0022718	hsa-mir-6871	MI0022718	pre-mir	20	41169023	41169078	+		
hsa-mir-6872|MI0022719	hsa-mir-6872	MI0022719	pre-mir	3	50273236	50273297	+		
hsa-mir-6873|MI0022720	hsa-mir-6873	MI0022720	pre-mir	6	33287227	33287289	-		
hsa-mir-6874|MI0022721	hsa-mir-6874	MI0022721	pre-mir	7	5711840	5711910	-		
hsa-mir-6875|MI0022722	hsa-mir-6875	MI0022722	pre-mir	7	100868036	100868107	+		
hsa-mir-6876|MI0022723	hsa-mir-6876	MI0022723	pre-mir	8	25345402	25345474	+		
hsa-mir-6877|MI0022724	hsa-mir-6877	MI0022724	pre-mir	9	133051996	133052059	+		
hsa-mir-6878|MI0022725	hsa-mir-6878	MI0022725	pre-mir	1	150492345	150492410	+		
hsa-mir-6879|MI0022726	hsa-mir-6879	MI0022726	pre-mir	11	65018505	65018570	+		
hsa-mir-6880|MI0022727	hsa-mir-6880	MI0022727	pre-mir	12	124337181	124337242	-		
hsa-mir-6881|MI0022728	hsa-mir-6881	MI0022728	pre-mir	15	74411357	74411432	-		
hsa-mir-6882|MI0022729	hsa-mir-6882	MI0022729	pre-mir	15	74840642	74840707	-		
hsa-mir-6883|MI0022730	hsa-mir-6883	MI0022730	pre-mir	17	8144994	8145071	-		
hsa-mir-6884|MI0022731	hsa-mir-6884	MI0022731	pre-mir	17	40026332	40026409	-		
hsa-mir-6885|MI0022732	hsa-mir-6885	MI0022732	pre-mir	19	6389638	6389703	-		
hsa-mir-6886|MI0022733	hsa-mir-6886	MI0022733	pre-mir	19	11113474	11113534	+		
hsa-mir-6887|MI0022734	hsa-mir-6887	MI0022734	pre-mir	19	35122700	35122764	+		
hsa-mir-6888|MI0022735	hsa-mir-6888	MI0022735	pre-mir	2	159186835	159186901	+		
hsa-mir-6889|MI0022736	hsa-mir-6889	MI0022736	pre-mir	22	41252992	41253050	-		
hsa-mir-6890|MI0022737	hsa-mir-6890	MI0022737	pre-mir	3	49099854	49099914	-		
hsa-mir-6891|MI0022738	hsa-mir-6891	MI0022738	pre-mir	6	31355224	31355316	-		
hsa-mir-6892|MI0022739	hsa-mir-6892	MI0022739	pre-mir	7	143382686	143382800	+		
hsa-mir-6893|MI0022740	hsa-mir-6893	MI0022740	pre-mir	8	144435551	144435619	-		
hsa-mir-6894|MI0022741	hsa-mir-6894	MI0022741	pre-mir	X	53198889	53198945	-		
hsa-mir-6895|MI0022742	hsa-mir-6895	MI0022742	pre-mir	X	53195411	53195488	-		
hsa-mir-7106|MI0022957	hsa-mir-7106	MI0022957	pre-mir	12	113159113	113159177	-		
hsa-mir-7107|MI0022958	hsa-mir-7107	MI0022958	pre-mir	12	121444273	121444352	-		
hsa-mir-7108|MI0022959	hsa-mir-7108	MI0022959	pre-mir	19	2434914	2435000	-		
hsa-mir-7109|MI0022960	hsa-mir-7109	MI0022960	pre-mir	22	31621467	31621531	-		
hsa-mir-7110|MI0022961	hsa-mir-7110	MI0022961	pre-mir	3	123161794	123161879	+		
hsa-mir-7111|MI0022962	hsa-mir-7111	MI0022962	pre-mir	6	35470508	35470579	+		
hsa-mir-7112|MI0022963	hsa-mir-7112	MI0022963	pre-mir	8	144262673	144262737	-		
hsa-mir-7113|MI0022964	hsa-mir-7113	MI0022964	pre-mir	11	68032864	68032922	+		
hsa-mir-7114|MI0022965	hsa-mir-7114	MI0022965	pre-mir	9	137450026	137450086	-		
hsa-mir-6511b-2|MI0023431	hsa-mir-6511b-2	MI0023431	pre-mir	16	15134075	15134145	-		
hsa-mir-7150|MI0023610	hsa-mir-7150	MI0023610	pre-mir	9	123485529	123485622	-		
hsa-mir-7151|MI0023611	hsa-mir-7151	MI0023611	pre-mir	10	67403351	67403410	-		
hsa-mir-7152|MI0023612	hsa-mir-7152	MI0023612	pre-mir	10	71790747	71790800	+		
hsa-mir-7153|MI0023613	hsa-mir-7153	MI0023613	pre-mir	18	11654885	11654941	-		
hsa-mir-7154|MI0023614	hsa-mir-7154	MI0023614	pre-mir	11	45691704	45691776	-		
hsa-mir-7155|MI0023615	hsa-mir-7155	MI0023615	pre-mir	11	64341849	64341904	-		
hsa-mir-7156|MI0023616	hsa-mir-7156	MI0023616	pre-mir	1	77060143	77060202	+		
hsa-mir-7157|MI0023617	hsa-mir-7157	MI0023617	pre-mir	2	140586626	140586685	-		
hsa-mir-7158|MI0023618	hsa-mir-7158	MI0023618	pre-mir	2	5974662	5974732	+		
hsa-mir-7161|MI0023619	hsa-mir-7161	MI0023619	pre-mir	6	158609707	158609790	+		
hsa-mir-7159|MI0023620	hsa-mir-7159	MI0023620	pre-mir	6	33899135	33899200	+		
hsa-mir-7160|MI0023621	hsa-mir-7160	MI0023621	pre-mir	8	2076589	2076640	+		
hsa-mir-486-2|MI0023622	hsa-mir-486-2	MI0023622	pre-mir	8	41660444	41660507	+		
hsa-mir-7162|MI0023623	hsa-mir-7162	MI0023623	pre-mir	10	30368597	30368665	-		
hsa-mir-7515|MI0024354	hsa-mir-7515	MI0024354	pre-mir	2	6650373	6650439	+		
hsa-mir-7641-1|MI0024975	hsa-mir-7641-1	MI0024975	pre-mir	11	104252591	104252651	+		
hsa-mir-7641-2|MI0024976	hsa-mir-7641-2	MI0024976	pre-mir	14	75604209	75604261	+		
hsa-mir-7702|MI0025238	hsa-mir-7702	MI0025238	pre-mir	9	111271156	111271214	-		
hsa-mir-7703|MI0025239	hsa-mir-7703	MI0025239	pre-mir	14	24143489	24143565	-		
hsa-mir-7704|MI0025240	hsa-mir-7704	MI0025240	pre-mir	2	176188843	176188901	+		
hsa-mir-7705|MI0025241	hsa-mir-7705	MI0025241	pre-mir	8	100702968	100703024	-		
hsa-mir-7706|MI0025242	hsa-mir-7706	MI0025242	pre-mir	15	85380596	85380662	+		
hsa-mir-7843|MI0025510	hsa-mir-7843	MI0025510	pre-mir	14	72516820	72516898	+		
hsa-mir-4433b|MI0025511	hsa-mir-4433b	MI0025511	pre-mir	2	64340747	64340848	-		
hsa-mir-1273h|MI0025512	hsa-mir-1273h	MI0025512	pre-mir	16	24203116	24203231	+		
hsa-mir-6516|MI0025513	hsa-mir-6516	MI0025513	pre-mir	17	77089417	77089497	+		
hsa-mir-7844|MI0025514	hsa-mir-7844	MI0025514	pre-mir	12	94571231	94571352	-		
hsa-mir-7845|MI0025515	hsa-mir-7845	MI0025515	pre-mir	2	207166400	207166498	+		
hsa-mir-7846|MI0025516	hsa-mir-7846	MI0025516	pre-mir	1	12166943	12167038	+		
hsa-mir-7847|MI0025517	hsa-mir-7847	MI0025517	pre-mir	11	1880045	1880147	+		
hsa-mir-7848|MI0025518	hsa-mir-7848	MI0025518	pre-mir	8	133046481	133046581	-		
hsa-mir-7849|MI0025519	hsa-mir-7849	MI0025519	pre-mir	4	146408583	146408688	+		
hsa-mir-7850|MI0025520	hsa-mir-7850	MI0025520	pre-mir	19	2630715	2630793	+		
hsa-mir-7851|MI0025521	hsa-mir-7851	MI0025521	pre-mir	12	42323700	42323859	-		
hsa-mir-7852|MI0025522	hsa-mir-7852	MI0025522	pre-mir	1	107897223	107897304	+		
hsa-mir-7853|MI0025523	hsa-mir-7853	MI0025523	pre-mir	6	6169304	6169435	-		
hsa-mir-7854|MI0025524	hsa-mir-7854	MI0025524	pre-mir	16	81533902	81533966	+		
hsa-mir-7855|MI0025525	hsa-mir-7855	MI0025525	pre-mir	14	64785626	64785686	-		
hsa-mir-7856|MI0025526	hsa-mir-7856	MI0025526	pre-mir	1	86357632	86357687	-		
hsa-mir-548ba|MI0025747	hsa-mir-548ba	MI0025747	pre-mir	2	49059603	49059658	+		
hsa-mir-7973-1|MI0025748	hsa-mir-7973-1	MI0025748	pre-mir	15	51314034	51314109	+		
hsa-mir-7973-2|MI0025749	hsa-mir-7973-2	MI0025749	pre-mir	15	51314032	51314107	-		
hsa-mir-7974|MI0025750	hsa-mir-7974	MI0025750	pre-mir	19	11495544	11495622	-		
hsa-mir-7975|MI0025751	hsa-mir-7975	MI0025751	pre-mir	19	55123225	55123292	-		
hsa-mir-7976|MI0025752	hsa-mir-7976	MI0025752	pre-mir	3	127587111	127587176	-		
hsa-mir-7977|MI0025753	hsa-mir-7977	MI0025753	pre-mir	3	176515103	176515151	+		
hsa-mir-7978|MI0025754	hsa-mir-7978	MI0025754	pre-mir	4	21464700	21464758	-		
hsa-mir-8052|MI0025888	hsa-mir-8052	MI0025888	pre-mir	11	130666735	130666803	+		
hsa-mir-8053|MI0025889	hsa-mir-8053	MI0025889	pre-mir	4	47652669	47652743	+		
hsa-mir-8054|MI0025890	hsa-mir-8054	MI0025890	pre-mir	11	23419105	23419190	-		
hsa-mir-8055|MI0025891	hsa-mir-8055	MI0025891	pre-mir	8	6622124	6622220	-		
hsa-mir-8056|MI0025892	hsa-mir-8056	MI0025892	pre-mir	5	173347455	173347536	+		
hsa-mir-8057|MI0025893	hsa-mir-8057	MI0025893	pre-mir	18	26591467	26591535	-		
hsa-mir-8058|MI0025894	hsa-mir-8058	MI0025894	pre-mir	16	82688931	82689019	+		
hsa-mir-8059|MI0025895	hsa-mir-8059	MI0025895	pre-mir	17	50768650	50768730	+		
hsa-mir-8060|MI0025896	hsa-mir-8060	MI0025896	pre-mir	3	96359964	96360039	+		
hsa-mir-8061|MI0025897	hsa-mir-8061	MI0025897	pre-mir	19	54645309	54645383	+		
hsa-mir-8062|MI0025898	hsa-mir-8062	MI0025898	pre-mir	20	7371608	7371692	+		
hsa-mir-8063|MI0025899	hsa-mir-8063	MI0025899	pre-mir	15	36972821	36972901	-		
hsa-mir-8064|MI0025900	hsa-mir-8064	MI0025900	pre-mir	3	52846463	52846552	-		
hsa-mir-8065|MI0025901	hsa-mir-8065	MI0025901	pre-mir	16	5632467	5632566	+		
hsa-mir-8066|MI0025902	hsa-mir-8066	MI0025902	pre-mir	4	101240795	101240872	-		
hsa-mir-8067|MI0025903	hsa-mir-8067	MI0025903	pre-mir	15	62304658	62304734	-		
hsa-mir-8068|MI0025904	hsa-mir-8068	MI0025904	pre-mir	11	28477481	28477548	-		
hsa-mir-8069-1|MI0025905	hsa-mir-8069-1	MI0025905	pre-mir	21	6859171	6859256	+		
hsa-mir-8070|MI0025906	hsa-mir-8070	MI0025906	pre-mir	11	11783135	11783222	-		
hsa-mir-8071-1|MI0025907	hsa-mir-8071-1	MI0025907	pre-mir	14	105621116	105621180	+		
hsa-mir-8072|MI0025908	hsa-mir-8072	MI0025908	pre-mir	12	123364764	123364843	-		
hsa-mir-8073|MI0025909	hsa-mir-8073	MI0025909	pre-mir	13	110340958	110341029	+		
hsa-mir-8074|MI0025910	hsa-mir-8074	MI0025910	pre-mir	19	51206929	51207009	-		
hsa-mir-8075|MI0025911	hsa-mir-8075	MI0025911	pre-mir	13	113262920	113262999	+		
hsa-mir-8076|MI0025912	hsa-mir-8076	MI0025912	pre-mir	3	113432118	113432200	-		
hsa-mir-8077|MI0025913	hsa-mir-8077	MI0025913	pre-mir	19	42351131	42351205	+		
hsa-mir-8078|MI0025914	hsa-mir-8078	MI0025914	pre-mir	18	112256	112339	-		
hsa-mir-8079|MI0025915	hsa-mir-8079	MI0025915	pre-mir	13	44196129	44196200	-		
hsa-mir-8080|MI0025916	hsa-mir-8080	MI0025916	pre-mir	2	79866495	79866583	-		
hsa-mir-8081|MI0025917	hsa-mir-8081	MI0025917	pre-mir	9	106600928	106601022	+		
hsa-mir-8082|MI0025918	hsa-mir-8082	MI0025918	pre-mir	4	113152282	113152362	+		
hsa-mir-8083|MI0025919	hsa-mir-8083	MI0025919	pre-mir	1	153689705	153689793	-		
hsa-mir-8084|MI0025920	hsa-mir-8084	MI0025920	pre-mir	8	93029751	93029839	+		
hsa-mir-8085|MI0025921	hsa-mir-8085	MI0025921	pre-mir	19	44758657	44758721	+		
hsa-mir-8086|MI0025922	hsa-mir-8086	MI0025922	pre-mir	10	28289258	28289350	-		
hsa-mir-8087|MI0025923	hsa-mir-8087	MI0025923	pre-mir	11	27514970	27515047	-		
hsa-mir-8088|MI0025924	hsa-mir-8088	MI0025924	pre-mir	X	52336557	52336642	-		
hsa-mir-8089|MI0025925	hsa-mir-8089	MI0025925	pre-mir	5	181043403	181043484	-		
hsa-mir-6862-2|MI0026415	hsa-mir-6862-2	MI0026415	pre-mir	16	28724252	28724321	+		
hsa-mir-8071-2|MI0026417	hsa-mir-8071-2	MI0026417	pre-mir	14	105640168	105640232	+		
hsa-mir-6770-2|MI0026418	hsa-mir-6770-2	MI0026418	pre-mir	16	16329305	16329364	+		
hsa-mir-6770-3|MI0026419	hsa-mir-6770-3	MI0026419	pre-mir	16	18379351	18379410	-		
hsa-mir-6859-2|MI0026420	hsa-mir-6859-2	MI0026420	pre-mir	1	187891	187958	-		
hsa-mir-6859-3|MI0026421	hsa-mir-6859-3	MI0026421	pre-mir	15	101973524	101973591	+		
hsa-mir-8485|MI0027288	hsa-mir-8485	MI0027288	pre-mir	2	50696172	50696262	-		
hsa-mir-9500|MI0029185	hsa-mir-9500	MI0029185	pre-mir	2	218823090	218823154	+		
hsa-mir-548bb|MI0029321	hsa-mir-548bb	MI0029321	pre-mir	3	60617805	60617870	-		
hsa-mir-3179-4|MI0031510	hsa-mir-3179-4	MI0031510	pre-mir	16	18494493	18494576	-		
hsa-mir-1244-4|MI0031511	hsa-mir-1244-4	MI0031511	pre-mir	12	12111952	12112036	+		
hsa-mir-3648-2|MI0031512	hsa-mir-3648-2	MI0031512	pre-mir	21	8986999	8987178	+		
hsa-mir-3670-3|MI0031513	hsa-mir-3670-3	MI0031513	pre-mir	16	18405698	18405762	-		
hsa-mir-3670-4|MI0031514	hsa-mir-3670-4	MI0031514	pre-mir	16	18488301	18488365	-		
hsa-mir-3687-2|MI0031515	hsa-mir-3687-2	MI0031515	pre-mir	21	8987370	8987430	+		
hsa-mir-6724-2|MI0031516	hsa-mir-6724-2	MI0031516	pre-mir	21	8249505	8249596	+		
hsa-mir-6724-3|MI0031517	hsa-mir-6724-3	MI0031517	pre-mir	21	8388362	8388453	+		
hsa-mir-6724-4|MI0031518	hsa-mir-6724-4	MI0031518	pre-mir	21	8432530	8432621	+		
hsa-mir-8069-2|MI0031519	hsa-mir-8069-2	MI0031519	pre-mir	21	13724189	13724274	+		
hsa-mir-941-5|MI0031520	hsa-mir-941-5	MI0031520	pre-mir	20	63919868	63919939	+		
hsa-mir-6859-4|MI0031521	hsa-mir-6859-4	MI0031521	pre-mir	16	17052	17119	-		
hsa-mir-5701-3|MI0031522	hsa-mir-5701-3	MI0031522	pre-mir	15	21951242	21951323	+		
hsa-miR-6124|MIMAT0024597	hsa-miR-6124	MIMAT0024597	mature-mir				MI0021258	hsa-mir-6124
hsa-miR-6125|MIMAT0024598	hsa-miR-6125	MIMAT0024598	mature-mir				MI0021259	hsa-mir-6125
