probe-id	chromosome	start	stop	strand	genes
cg03875195	2	27263494	27263496	-	SLC30A3
cg03875678	14	24634339	24634341	-	AL136018.1;GZMB
cg03876618	4	57109867	57109869	-	AC111197.1;IGFBP7;IGFBP7-AS1
cg03876622	12	10723630	10723632	-	YBX3
cg03877802	19	46346678	46346680	-	PPP5C
cg03878377	15	55196921	55196923	-	RSL24D1
cg03879294	12	120469966	120469968	-	DYNLL1;SRSF9
cg03879730	1	151253560	151253562	-	PSMD4
cg03879902	19	45668613	45668615	+	GIPR
cg03882305	7	72969414	72969416	-	AC211476.1;TRIM74
cg03883348	19	45340567	45340569	-	KLC3
cg03883519	4	127965368	127965370	-	ABHD18;MFSD8
cg03884783	19	37467094	37467096	-	ZNF569;ZNF570
cg03885639	11	124611413	124611415	+	PANX3
cg03886110	17	64390907	64390909	+	PECAM1;Y_RNA
cg03886898	1	53893458	53893460	+	DIO1
cg03887534	22	17638427	17638429	-	BCL2L13
cg03887787	11	65880060	65880062	-	CTSW
cg03889226	6	137494195	137494197	+	OLIG3
cg03890877	3	52238673	52238675	+	AC006252.1;TWF2
cg03891191	1	12857142	12857144	+	PRAMEF2
cg03891319	3	51982821	51982823	+	ABHD14A-ACY1;ABHD14B;ACY1
cg03894103	2	44359761	44359763	-	PREPL
cg03897136	1	59814649	59814651	-	HOOK1
cg03898365	11	6876259	6876261	+	AC087280.2;OR10A4
cg03900104	19	45405865	45405867	-	POLR1G;PPP1R13L
cg03900284	9	130894307	130894309	-	QRFP
cg03900542	19	42217307	42217309	-	AC006486.3;DEDD2
cg03902905	2	44275122	44275124	-	AC013717.1;SLC3A1
cg03905094	5	60700593	60700595	-	AC109133.1;DEPDC1B
cg03905144	9	13249504	13249506	+	MPDZ
cg03907174	19	49527203	49527205	+	RCN3
cg03907363	19	50823425	50823427	+	KLK1
cg03907454	1	44739463	44739465	-	KIF2C
cg03908676	11	10568734	10568736	-	IRAG1-AS1;LYVE1
cg03909500	5	33936491	33936493	+	RXFP3
cg03910901	7	100088706	100088708	+	COPS6
cg03912013	3	45688996	45688998	+	LIMD1-AS1;SACM1L
cg03913271	22	37906496	37906498	-	MICALL1
cg03914397	5	152404879	152404881	-	AC008571.2;NMUR2
cg03914452	7	155671450	155671452	-	RBM33
cg03916421	4	129092305	129092307	+	C4orf33;SCLT1
cg03916787	9	124862428	124862430	-	ARPC5L;RPL35
cg03918304	2	176116925	176116927	-	HOXD10
cg03919644	3	101724758	101724760	-	CEP97
cg03919781	8	17026715	17026717	+	MICU3
cg03920233	16	30011377	30011379	-	DOC2A
cg03922337	11	14359371	14359373	-	RRAS2
cg03923277	12	103965953	103965955	+	C12orf73;TDG
cg03923464	12	122975625	122975627	+	ABCB9;AC026362.1;OGFOD2
cg03923934	11	133532334	133532336	-	AP004606.1;OPCML
cg03924115	9	130893578	130893580	-	QRFP
cg03925809	19	6393407	6393409	+	AC011491.1;GTF2F1;MIR6790
cg03928182	12	70920881	70920883	-	PTPRR
cg03929796	3	52197823	52197825	-	ALAS1
cg03930357	16	84116463	84116465	+	AC040169.1;MBTPS1
cg03930474	12	6663470	6663472	+	AC125494.1;ING4
cg03930970	7	6578528	6578530	+	ZDHHC4
cg03931808	19	14028286	14028288	+	RLN3
cg03933322	12	53180352	53180354	-	CSAD;ZNF740
cg03934354	5	34043034	34043036	+	C1QTNF3;C1QTNF3-AMACR
cg03936963	X	52957814	52957816	+	FAM156A
cg03938043	1	212034508	212034510	+	DTL;INTS7
cg03939485	6	33298298	33298300	+	PFDN6;RGL2
cg03939688	9	107489424	107489426	+	KLF4
cg03940103	19	41192917	41192919	-	CYP2S1
cg03940966	1	151909308	151909310	-	THEM4
cg03941108	1	22659443	22659445	-	C1QB
cg03942271	9	91362079	91362081	-	AUH
cg03942436	16	30571726	30571728	-	AC002310.2;ZNF688
cg03943081	10	131312382	131312384	-	TCERG1L
cg03943509	11	64761588	64761590	-	NA
cg03944089	6	134176240	134176242	+	SGK1
cg03945021	16	24670752	24670754	+	LINC01567;TNRC6A
cg03945800	16	4115513	4115515	-	ADCY9
cg03947362	2	199955430	199955432	+	C2orf69;MAIP1;TYW5
cg03950009	9	99906832	99906834	+	STX17;STX17-AS1
cg03950654	17	4710032	4710034	-	ARRB2
cg03950669	11	112086857	112086859	+	AP002884.2;SDHD;TIMM8B
cg03952109	5	94074226	94074228	+	FAM172A
cg03954150	18	74148136	74148138	+	FBXO15;TIMM21
cg03954173	19	14381363	14381365	+	ADGRE5
cg03954587	17	16381193	16381195	+	UBB
cg03954858	22	40008952	40008954	-	FAM83F
cg03955296	1	157138124	157138126	-	ETV3
cg03956267	2	130181924	130181926	-	MZT2B;SMPD4
cg03956628	3	36992108	36992110	+	EPM2AIP1;MLH1
cg03957435	X	47370878	47370880	+	ZNF157
cg03958344	17	41966619	41966621	+	CNP
cg03958426	1	206684601	206684603	-	MAPKAPK2
cg03958979	6	108165182	108165184	+	NR2E1;OSTM1
cg03959079	X	30976148	30976150	-	TAB3
cg03959219	6	116253971	116253973	-	DSE;TSPYL4
cg03960217	1	152675300	152675302	+	LCE2C
cg03961189	11	10751101	10751103	-	CTR9
cg03962522	22	32043266	32043268	-	SLC5A1
cg03963198	5	1882756	1882758	-	IRX4;IRX4-AS1
cg03963654	4	140255929	140255931	+	SCOC
cg03964111	7	150801404	150801406	-	TMEM176A;TMEM176B
cg03966406	12	26832478	26832480	+	ITPR2
cg03966541	5	115262735	115262737	+	AC008494.3;PGGT1B
cg03969797	15	23565516	23565518	-	MKRN3
cg03969906	6	26021539	26021541	-	H4C1
cg03969997	7	73842534	73842536	-	METTL27
cg03970351	16	69386179	69386181	+	TERF2
cg03970609	4	70471946	70471948	+	MUC7
cg03972838	22	39501574	39501576	-	MIEF1
cg03973663	8	55879016	55879018	-	LYN
cg03975345	5	94618597	94618599	-	AC025766.1;KIAA0825;SLF1
cg03975694	19	37551569	37551571	+	ZNF540;ZNF571-AS1
cg03976567	6	109690891	109690893	+	AK9;FIG4
cg03977657	1	209652401	209652403	+	LAMB3
cg03977782	3	113532832	113532834	-	SIDT1
cg03979162	17	60677180	60677182	-	BCAS3
cg03980304	16	27313678	27313680	+	AC106739.1;IL4R
cg03984733	9	113376804	113376806	+	HDHD3
cg03985136	6	149941597	149941599	+	ULBP2
cg03985657	1	155255336	155255338	+	FAM189B
cg03986640	12	56454570	56454572	-	AC097104.1;MIP
cg03986968	15	34038692	34038694	-	AVEN;CHRM5
cg03989322	5	69093709	69093711	-	SLC30A5
cg03989569	1	156501495	156501497	-	MEF2D
cg03990551	4	121870321	121870323	+	AC079341.1;BBS7
cg03991326	8	73293253	73293255	-	RDH10;RPL7
cg03991512	16	75116557	75116559	+	LDHD
cg03992069	X	71254932	71254934	+	NONO;ZMYM3
cg03992230	5	179623528	179623530	-	HNRNPH1
cg03993463	21	38255348	38255350	+	KCNJ15
cg03994908	2	3558226	3558228	-	AC108488.2;RNASEH1;RNASEH1-AS1
cg03996465	13	52652607	52652609	+	SUGT1;SUGT1-DT
cg03996793	19	4769524	4769526	-	MIR7-3;MIR7-3HG
cg03996822	4	73620840	73620842	+	RASSF6
cg03998173	7	151520493	151520495	+	RHEB
cg03998348	15	37935083	37935085	-	TMCO5A
cg03999420	13	77327222	77327224	-	MYCBP2
cg04000821	19	54502849	54502851	-	LAIR2
cg04001333	14	75579004	75579006	-	AC007182.1;FLVCR2
cg04001668	16	57620434	57620436	+	ADGRG1
cg04001802	10	15043279	15043281	-	OLAH
cg04001842	15	45114740	45114742	+	DUOX2;DUOXA2
cg04004861	8	73746845	73746847	+	AC022826.2;STAU2
cg04005032	3	31981274	31981276	-	OSBPL10;ZNF860
cg04005701	17	1830346	1830348	+	RPA1;SMYD4
cg04005707	4	48986303	48986305	+	CWH43
cg04005725	3	49171250	49171252	+	KLHDC8B
cg04006554	6	46170792	46170794	-	ENPP5
cg04007936	16	8860159	8860161	-	AC022167.2;CARHSP1
cg04008455	15	75369107	75369109	+	AC068338.2;MAN2C1
cg04008843	18	31590964	31590966	+	TTR
cg04008901	7	82443462	82443464	+	CACNA2D1
cg04008913	3	43285972	43285974	+	SNRK
cg04009666	17	64497008	64497010	-	POLG2
cg04010530	2	156332420	156332422	-	NR4A2
cg04011402	5	95852585	95852587	+	AC008592.3;LINC01554
cg04011872	11	1947749	1947751	+	MRPL23
cg04014889	15	23645445	23645447	+	MAGEL2
cg04016326	12	13980005	13980007	-	GRIN2B
cg04017769	8	38787420	38787422	-	TACC1
cg04019407	17	48968941	48968943	+	GIP
cg04020816	5	109689754	109689756	+	MAN2A1;MAN2A1-DT
cg04021421	9	95318339	95318341	+	FANCC
cg04025590	1	26233958	26233960	+	CEP85
cg04025889	20	34303282	34303284	+	AHCY
cg04026012	6	85644299	85644301	+	SYNCRIP
cg04028573	7	72924709	72924711	+	AC211476.2;POM121
cg04030848	22	30564893	30564895	-	GAL3ST1
cg04032226	17	44005023	44005025	-	NAGS;PYY
cg04032566	3	94061601	94061603	+	DHFR2;NSUN3
cg04032871	19	45692706	45692708	+	QPCTL;SNRPD2
cg04033650	7	73308681	73308683	-	NSUN5
cg04033774	1	108875944	108875946	-	AKNAD1;GPSM2
cg04034767	12	52007122	52007124	-	TAMALIN
cg04036714	7	103149061	103149063	-	NAPEPLD
cg04036898	1	46198925	46198927	+	POMGNT1
cg04037228	3	45594893	45594895	+	LIMD1
cg04037732	X	71144924	71144926	+	NLGN3
cg04037952	2	130729376	130729378	-	GPR148
cg04038932	9	132410826	132410828	+	CFAP77
cg04039225	3	169911727	169911729	-	SAMD7
cg04039397	3	111541935	111541937	-	CD96
cg04041960	10	119542252	119542254	-	RGS10
cg04042106	11	65861264	65861266	-	CFL1;MUS81
cg04044561	7	100706215	100706217	+	POP7
cg04044684	12	132888270	132888272	-	AC127070.1;CHFR
cg04047710	21	32771024	32771026	-	C21orf62-AS1;PAXBP1
cg04048218	1	42658450	42658452	-	PPIH
cg04048249	11	116829839	116829841	-	APOC3
cg04048259	20	59300290	59300292	+	EDN3
cg04049033	17	1650366	1650368	-	RILP
cg04049800	1	232950627	232950629	-	NTPCR
cg04051458	15	39580858	39580860	-	THBS1
cg04052038	21	30215804	30215806	-	CLDN8
cg04053638	2	84459262	84459264	-	SUCLG1
cg04055049	1	6261492	6261494	+	GPR153
cg04056179	2	197515659	197515661	-	HSPD1;HSPE1-MOB4;MOB4
cg04057053	1	112466303	112466305	-	WNT2B
cg04057106	9	34263428	34263430	-	KIF24
cg04057485	19	46624107	46624109	-	PTGIR
cg04057858	8	10526252	10526254	+	PRSS51;PRSS55
cg04058169	10	123153921	123153923	+	BUB3
cg04058675	X	53653834	53653836	+	HUWE1
cg04059714	12	123671046	123671048	+	TCTN2
cg04059863	3	122022782	122022784	+	ILDR1
cg04060163	17	77140188	77140190	-	SEC14L1
cg04060275	5	172771787	172771789	-	AC022217.3;DUSP1
cg04062391	19	9498527	9498529	-	AC008567.2;ZNF560
cg04062907	12	110403739	110403741	-	AC144548.1;ANAPC7
cg04063348	6	52244548	52244550	-	IL17F
cg04065065	9	35096252	35096254	+	AL353795.2;PIGO
cg04066242	16	14633381	14633383	-	BFAR;PARN
cg04070847	3	112975019	112975021	-	CD200R1
cg04072323	2	228181608	228181610	+	SPHKAP
cg04076481	19	10566204	10566206	-	KRI1
cg04078251	16	29791126	29791128	-	KIF22
cg04078896	20	63706920	63706922	+	ARFRP1;ZGPAT
cg04080057	19	53991928	53991930	-	CACNG6
cg04081402	22	30607599	30607601	+	PES1;TCN2
cg04082985	1	150973919	150973921	-	AL590133.1;CERS2
cg04084157	7	101165767	101165769	-	VGF
cg04084172	5	163437817	163437819	+	AC113414.1;CCNG1
cg04086012	4	188139745	188139747	+	TRIML1
cg04086834	6	70667360	70667362	+	SMAP1
cg04087608	1	119415345	119415347	+	HSD3B2
cg04088433	12	91182663	91182665	-	DCN
cg04088650	13	75549397	75549399	+	AL137782.1;COMMD6;UCHL3
cg04089739	19	6719968	6719970	+	C3
cg04091078	12	20695350	20695352	-	SLCO1C1
cg04094160	9	37465714	37465716	-	ZBTB5
cg04095468	9	89318990	89318992	-	SECISBP2
cg04096365	19	18173639	18173641	+	AC007192.1;IFI30
cg04096767	11	32427903	32427905	-	WT1
cg04098585	2	203706491	203706493	-	CD28
cg04099420	6	3076119	3076121	-	RIPK1
cg04099673	18	56651158	56651160	-	TXNL1;WDR7
cg04101379	13	95644942	95644944	-	DZIP1
cg04103317	9	33240961	33240963	-	SPINK4
cg04103514	19	14778612	14778614	+	ADGRE2
cg04106190	7	121324113	121324115	-	WNT16
cg04106641	2	148021994	148021996	-	MBD5;ORC4
cg04106785	17	32486126	32486128	+	CDK5R1
cg04107037	4	93829053	93829055	-	ATOH1
cg04108240	7	23533045	23533047	+	TRA2A
cg04108502	12	55967123	55967125	-	AC025162.1;CDK2;PMEL
cg04109220	9	35812295	35812297	+	SPAG8
cg04109382	20	45378466	45378468	-	SYS1-DBNDD2;TP53TG5
cg04111761	3	46241274	46241276	+	CCR3
cg04112019	11	2143905	2143907	+	AC132217.2;IGF2-AS;INS-IGF2
cg04112431	12	107685873	107685875	+	PWP1
cg04113075	6	146544350	146544352	+	RAB32
cg04114315	11	46846672	46846674	-	CKAP5;LRP4-AS1
cg04115602	19	49049348	49049350	-	CGB8
cg04117029	10	125824683	125824685	+	BCCIP;UROS
cg04117338	12	93677373	93677375	+	CRADD
cg04118154	1	44674399	44674401	+	ARMH1;TMEM53
cg04118884	2	219543276	219543278	+	CHPF;TMEM198
cg04119538	20	41028810	41028812	-	TOP1
cg04121771	3	149473836	149473838	+	TM4SF4
cg04121983	17	75515003	75515005	+	CASKIN2;TSEN54
cg04123409	12	113403811	113403813	+	SDS
cg04123507	12	52301485	52301487	-	AC121757.2;KRT86
cg04125208	11	35139681	35139683	-	CD44
cg04126335	1	145909855	145909857	+	ITGA10
cg04126427	10	119081163	119081165	+	EIF3A
cg04126816	19	55648343	55648345	-	CCDC106
cg04126866	10	84173006	84173008	+	C10orf99;CERNA2
cg04127255	19	43083902	43083904	+	AC004784.1;PSG2
cg04127303	1	77682576	77682578	-	ZZZ3
cg04128563	6	110874230	110874232	+	AMD1
cg04132607	20	62466399	62466401	-	GATA5
cg04133652	17	38704717	38704719	-	AC006449.2;AC006449.6;MLLT6
cg04134624	22	38872156	38872158	-	CBX6
cg04134859	7	73683361	73683363	-	BUD23;DNAJC30
cg04135543	5	140175230	140175232	+	CYSTM1
cg04136480	6	31542418	31542420	+	ATP6V1G2-DDX39B;DDX39B;DDX39B-AS1;SNORD84
cg04137037	22	41381891	41381893	+	TEF
cg04137116	19	39540086	39540088	+	EID2
cg04137128	15	75451920	75451922	-	SIN3A
cg04138756	1	153001372	153001374	+	SPRR3
cg04140754	12	123711780	123711782	+	ATP6V0A2
cg04141379	1	48472373	48472375	-	SPATA6
cg04143809	2	164955811	164955813	-	AC019197.1;SLC38A11
cg04144768	7	50560456	50560458	+	DDC
cg04144788	1	39770747	39770749	+	BMP8B;OXCT2
cg04145477	6	106629753	106629755	-	QRSL1;RTN4IP1
cg04148458	3	138608864	138608866	-	FAIM
cg04149472	8	18208634	18208636	-	NAT1
cg04151683	9	28718460	28718462	+	NA
cg04154812	17	48830846	48830848	-	CALCOCO2
cg04155026	16	67807365	67807367	+	RANBP10;TSNAXIP1
cg04155793	16	89686438	89686440	-	CDK10;LINC02166
cg04156850	17	75406490	75406492	-	GRB2
cg04164824	19	51142333	51142335	-	AC063977.1;SIGLEC7
cg04166304	14	45253413	45253415	+	MIS18BP1
cg04167054	3	130895061	130895063	-	ATP2C1
cg04167867	3	109118282	109118284	-	C3orf85;MORC1
cg04169469	2	10448307	10448309	-	ODC1;ODC1-DT;SNORA80B
cg04171565	13	72727991	72727993	+	BORA;MZT1
cg04172043	11	65663396	65663398	+	RELA;RELA-DT
cg04172348	3	12004529	12004531	-	SYN2
cg04176254	16	67483525	67483527	-	AC009061.2;AGRP
cg04177705	3	88150123	88150125	-	C3orf38;CGGBP1
cg04180460	3	41199470	41199472	-	CTNNB1
cg04180868	10	24952532	24952534	-	AL512598.1;AL512598.2;PRTFDC1
cg04180953	18	31163110	31163112	+	DSC1
cg04182865	5	141966865	141966867	+	PCDH12;RNF14
cg04183425	6	118900113	118900115	+	ASF1A;MCM9
cg04183933	2	197499143	197499145	-	HSPD1;HSPE1;HSPE1-MOB4
cg04184278	12	21604824	21604826	+	AC010197.2;GYS2
cg04185037	6	158818131	158818133	-	EZR;EZR-AS1
cg04185861	1	154405332	154405334	-	IL6R;IL6R-AS1
cg04185893	1	96721748	96721750	-	PTBP2
cg04187545	8	56074490	56074492	-	CERNA3;RPS20;SNORD54
cg04189838	10	94763589	94763591	-	AL583836.1;CYP2C19
cg04195127	16	84295112	84295114	+	WFDC1
cg04195527	2	118088712	118088714	+	INSIG2
cg04197051	1	160031648	160031650	-	KCNJ10;PIGM
cg04197135	11	66002395	66002397	-	BANF1;EIF1AD
cg04197195	3	49166096	49166098	+	CCDC71
cg04198824	13	30617194	30617196	+	HMGB1;USPL1
cg04200192	3	184031625	184031627	-	HTR3D
cg04200765	15	73633190	73633192	-	NPTN
cg04201347	19	49583591	49583593	-	NOSIP;PRRG2
cg04201526	6	49865992	49865994	+	CRISP1
cg04206644	13	51452495	51452497	+	INTS6;INTS6-AS1
cg04208151	1	111755666	111755668	-	AL049557.1;DDX20;INKA2
cg04209631	11	93741350	93741352	-	AP001273.2;C11orf54;TAF1D
cg04211745	12	92145798	92145800	-	AC025164.1;BTG1
cg04211807	X	74304117	74304119	-	ZCCHC13
cg04211818	16	3611490	3611492	-	DNASE1;SLX4
cg04215480	19	37779558	37779560	+	AC016582.2;ZNF573
cg04216597	17	50562474	50562476	-	CACNA1G;CACNA1G-AS1
cg04217178	13	48232985	48232987	-	ITM2B
cg04217218	9	14693889	14693891	+	ZDHHC21
cg04219321	17	55264297	55264299	+	HLF
cg04220579	7	876118	876120	+	GET4;SUN1
cg04222374	X	149541010	149541012	-	AC244197.3;EOLA1;LINC00893
cg04223442	17	16214936	16214938	+	NCOR1
cg04223844	8	42271349	42271351	-	AC083973.1;IKBKB
cg04223956	1	198232483	198232485	-	NEK7
cg04224968	19	2096759	2096761	+	IZUMO4;MOB3A
cg04228042	12	14843592	14843594	-	AC007655.1;ART4;C12orf60
cg04228553	3	15206310	15206312	+	CAPN7;COL6A4P1
cg04228573	17	69414657	69414659	-	MAP2K6
cg04228628	8	9555946	9555948	+	AC021242.3;TNKS
cg04229238	8	52715067	52715069	-	RB1CC1
cg04230060	9	112175711	112175713	-	SUSD1
cg04230869	8	102238900	102238902	-	RRM2B;UBR5-AS1
cg04232649	5	163437482	163437484	-	AC113414.1;CCNG1
cg04233664	10	125160173	125160175	+	CTBP2
cg04235146	12	110280505	110280507	-	ATP2A2
cg04237003	11	61754529	61754531	+	MYRF;MYRF-AS1
cg04237663	8	109974789	109974791	+	KCNV1
cg04238548	X	106802594	106802596	-	TBC1D8B
cg04240200	20	3470644	3470646	+	ATRN
cg04241572	X	53434265	53434267	-	AC233728.1;HSD17B10
cg04244987	3	48686204	48686206	-	NCKIPSD
cg04245402	19	751240	751242	+	MISP
cg04249030	15	74937662	74937664	-	COX5A
cg04249586	4	110198789	110198791	-	ELOVL6
cg04251363	3	98733373	98733375	+	ST3GAL6;ST3GAL6-AS1
cg04251662	3	4493390	4493392	+	ITPR1;ITPR1-DT
cg04254119	12	4645080	4645082	-	AC005832.1;AC005832.4;AKAP3
cg04254916	12	52520262	52520264	+	KRT5
cg04255048	3	47282377	47282379	-	KIF9;KLHL18
cg04256470	1	10450407	10450409	-	CENPS-CORT;CORT
cg04259560	17	8799577	8799579	+	MFSD6L
cg04261665	12	113184773	113184775	-	DDX54;RITA1
cg04262565	3	52057046	52057048	+	DUSP7
cg04263186	4	103719331	103719333	-	TACR3
cg04265576	7	27147752	27147754	-	AC004080.5;AC004080.6;HOXA-AS3;HOXA3;HOXA6
cg04267184	20	3042771	3042773	-	GNRH2
cg04268405	10	71963462	71963464	+	CHST3
cg04269351	14	67675815	67675817	+	AL049779.1;VTI1B
cg04270025	5	141199993	141199995	-	AC244517.11;AC244517.4;PCDHB11
cg04270274	16	58629083	58629085	-	CNOT1
cg04270788	1	88891280	88891282	+	GTF2B
cg04270799	12	57550275	57550277	-	KIF5A
cg04270835	11	22337641	22337643	+	AC104009.1;SLC17A6
cg04272086	18	52340988	52340990	-	DCC
cg04273431	6	30555437	30555439	-	GNL1
cg04273556	9	35096674	35096676	-	AL353795.2;PIGO
cg04274487	18	9708456	9708458	+	RAB31
cg04275881	1	159826643	159826645	-	SLAMF8
cg04275985	1	151008614	151008616	-	MINDY1;PRUNE1
cg04276232	4	69496303	69496305	-	UGT2B4
cg04278702	6	86937680	86937682	-	HTR1E
cg04278905	17	42121796	42121798	+	AC099811.2;HSPB9;KAT2A
cg04280119	7	100118890	100118892	+	AC073842.2;CNPY4;TAF6
cg04280397	22	38182130	38182132	-	PLA2G6
cg04280480	22	46151213	46151215	-	PPARA
cg04280758	11	96343320	96343322	+	MAML2
cg04281204	10	113853042	113853044	+	DCLRE1A
cg04281268	14	102139955	102139957	-	HSP90AA1;WDR20
cg04282422	X	49695935	49695937	-	PAGE1
cg04282622	12	99647143	99647145	+	ANKS1B;FAM71C
cg04283377	X	47560948	47560950	-	ARAF
cg04283392	3	196639497	196639499	+	NRROS;PIGX
cg04283938	22	41977293	41977295	-	SEPTIN3
cg04284814	5	141636546	141636548	-	HDAC3;RELL2
cg04286043	6	36442722	36442724	+	KCTD20;PXT1
cg04286933	22	39040336	39040338	-	APOBEC3F
cg04287191	X	153944769	153944771	-	RENBP
cg04289385	6	36388047	36388049	+	ETV7;ETV7-AS1
cg04290964	13	76990553	76990555	+	CLN5
cg04291079	14	100828092	100828094	+	AL117190.7;MEG3
cg04293726	5	144170738	144170740	-	KCTD16;YIPF5
cg04296434	20	50153458	50153460	+	PEDS1;PEDS1-UBE2V1
cg04297093	21	30492055	30492057	+	KRTAP19-3
cg04297329	X	73214883	73214885	+	NAP1L2
cg04298323	10	93612437	93612439	+	PDE6C
cg04300115	20	63568845	63568847	+	HELZ2
cg04301375	19	8822620	8822622	+	AC008734.1;ZNF558
cg04301614	4	37584370	37584372	-	C4orf19
cg04303269	11	95789979	95789981	-	CEP57;FAM76B
cg04303901	12	97492533	97492535	-	AC007351.2;AC007351.3;AC007351.4;RMST
cg04304130	6	11111660	11111662	-	ERVFRD-1;SMIM13
cg04304927	4	102345396	102345398	+	SLC39A8
cg04305134	10	73413615	73413617	+	ANXA7
cg04305913	9	136334454	136334456	+	GPSM1
cg04310489	1	109985123	109985125	-	AHCYL1
cg04310824	1	52927624	52927626	+	AC099677.4;ECHDC2;SCP2
cg04311606	19	12163070	12163072	-	ZNF136
cg04311964	8	142752523	142752525	+	LYPD2
cg04312209	5	35857027	35857029	-	IL7R
cg04313552	1	11926656	11926658	-	KIAA2013
cg04314463	19	49866787	49866789	+	PNKP
cg04315264	6	35468474	35468476	+	RPL10A
cg04315771	19	49930691	49930693	+	AC011452.1;ATF5;IL4I1;NUP62
cg04316754	20	35227305	35227307	+	MMP24;MMP24OS
cg04316770	22	40371213	40371215	-	ADSL;AL022238.3;SGSM3
cg04317031	9	129037035	129037037	+	MIGA2
cg04317366	17	1685150	1685152	-	AC130343.3;PRPF8
cg04317399	7	27130693	27130695	-	AC004080.6;HOXA-AS2;HOXA-AS3;HOXA3;HOXA4
cg04317543	1	156114724	156114726	-	LMNA
cg04317940	7	6008982	6008984	-	AIMP2;PMS2
cg04319097	18	5293279	5293281	+	ZBTB14
cg04322134	9	34328885	34328887	-	NUDT2
cg04322344	3	131502797	131502799	-	AC107027.1;MRPL3
cg04322978	19	51366146	51366148	+	AC008750.4;AC008750.7;ETFB
cg04323187	1	43991486	43991488	+	CCDC24
cg04323365	X	71223242	71223244	+	GJB1
cg04324308	2	227164024	227164026	-	COL4A3;COL4A4
cg04325632	4	3765345	3765347	+	ADRA2C
cg04326040	17	714278	714280	-	VPS53
cg04329069	22	29388247	29388249	+	AC002059.3;AP1B1
cg04329382	22	46085010	46085012	+	MIRLET7BHG
cg04329454	6	33593321	33593323	-	LINC00336
cg04330084	7	123535316	123535318	+	IQUB
cg04330449	5	135535475	135535477	-	NEUROG1
cg04333463	8	61714127	61714129	-	ASPH;MIR4470
cg04335339	10	115093358	115093360	+	ATRNL1
cg04336379	7	5072037	5072039	+	RBAK-RBAKDN;RBAKDN
cg04336572	X	120362146	120362148	-	ATP1B4
cg04337944	22	45503422	45503424	+	FBLN1
cg04338788	3	52444857	52444859	-	SEMA3G
cg04339860	16	69762171	69762173	+	WWP2
cg04340502	6	52910410	52910412	+	GSTA3
cg04341084	8	80171435	80171437	-	TPD52
cg04341806	13	46183259	46183261	+	LCP1
cg04344347	2	3519634	3519636	-	AC231981.1;ADI1
cg04344997	X	154378768	154378770	-	EMD
cg04345475	11	6480360	6480362	-	AC084337.2;ARFIP2;TIMM10B
cg04345908	6	32763549	32763551	+	HLA-DQB2
cg04347447	3	50504035	50504037	-	CACNA2D2
cg04348872	2	24918826	24918828	+	ADCY3
cg04349311	1	52055529	52055531	+	BTF3L4;TXNDC12
cg04349727	19	50954132	50954134	-	AC011483.2;KLK5
cg04350610	10	91923687	91923689	+	BTAF1
cg04350646	7	42932570	42932572	-	AC010132.3;MRPL32;PSMA2
cg04351979	19	7925395	7925397	-	AC010336.5;CTXN1
cg04353483	4	26491873	26491875	+	CCKAR
cg04353769	11	60184083	60184085	+	MS4A6A
cg04355435	1	43270618	43270620	-	EBNA1BP2;TMEM125
cg04356968	1	156242213	156242215	+	BGLAP;PMF1-BGLAP
cg04359302	3	179606070	179606072	-	MRPL47;NDUFB5
cg04361527	1	154937359	154937361	-	AL451085.1;PMVK
cg04362655	14	95535017	95535019	+	GLRX5;SCARNA13;SNHG10
cg04365980	16	78022838	78022840	-	AC079414.1;CLEC3A
cg04366367	17	82050664	82050666	-	GPS1;RFNG
cg04367351	2	160062163	160062165	-	PLA2R1
cg04368716	14	103561976	103561978	+	AL139300.1;BAG5;COA8;KLC1
cg04368877	16	30925888	30925890	+	FBXL19
cg04368919	X	68828287	68828289	-	EFNB1
cg04369341	20	43916381	43916383	-	TOX2
cg04371779	14	76151857	76151859	+	AC016526.4;GPATCH2L
cg04375036	12	110744013	110744015	-	AC144522.1;PPP1CC
cg04375683	19	52189177	52189179	-	PPP2R1A
cg04376312	3	123883637	123883639	-	MYLK
cg04376617	18	46105393	46105395	-	ATP5F1A;HAUS1
cg04377282	10	70441660	70441662	-	NODAL
cg04378886	19	49528137	49528139	-	RCN3
cg04380513	5	100903278	100903280	+	ST8SIA4
cg04380669	17	51153330	51153332	+	NME1;NME1-NME2
cg04382920	4	127730370	127730372	+	SLC25A31
cg04383012	2	231056977	231056979	+	PSMD1
cg04383274	21	33491403	33491405	+	DNAJC28
cg04384208	1	161549605	161549607	+	AL590385.2;FCGR3A
cg04384398	22	41590328	41590330	+	PMM1
cg04385519	16	4117458	4117460	-	ADCY9
cg04386405	19	52638140	52638142	-	ZNF83
cg04387658	3	122056232	122056234	-	CD86
